itemDescription,Member_number,Date
cereal,87,2034-04-26
pasta,81,2026-03-03
salmon,79,2035-04-11
pasta,34,2032-03-14
potato chips,78,2029-06-11
flour,46,2030-10-02
beef,77,2035-12-19
vinegar,63,2035-04-01
vinegar,96,2032-03-26
flour,90,2034-01-09
eggs,33,2031-10-06
beef,26,2025-02-20
olive oil,29,2032-01-02
olive oil,91,2023-10-08
juice,53,2036-02-01
potato chips,37,2031-01-13
eggs,62,2033-10-12
beef,87,2027-10-24
olive oil,48,2024-02-25
ice cream,84,2027-01-10
beef,53,2033-06-29
chocolate,56,2028-04-04
beef,49,2030-11-21
vinegar,60,2028-04-08
eggs,63,2029-01-08
salmon,81,2023-05-26
cereal,90,2025-07-16
rice,64,2034-10-23
vinegar,54,2032-09-14
potato chips,34,2029-01-15
chicken,79,2026-04-17
eggs,17,2024-08-28
chicken,80,2027-08-05
juice,99,2036-04-27
cereal,40,2031-07-17
olive oil,80,2026-05-11
juice,34,2028-09-06
olive oil,36,2031-12-01
bread,80,2023-12-11
beef,5,2025-10-02
butter,69,2025-06-14
soda,2,2029-03-03
potato chips,95,2024-11-16
milk,76,2033-11-29
potato chips,30,2035-10-11
chicken,19,2036-08-09
ice cream,57,2032-03-24
vinegar,50,2032-05-08
chicken,35,2032-10-25
apples,63,2029-01-29
chicken,35,2030-11-18
milk,27,2033-08-10
chocolate,10,2033-08-22
potato chips,54,2024-08-15
beef,19,2036-02-02
juice,23,2028-01-10
potato chips,79,2025-08-30
vinegar,42,2027-07-12
salmon,18,2027-12-31
chocolate,48,2031-02-07
chicken,89,2028-02-14
cereal,5,2035-05-07
beef,22,2024-12-09
beef,18,2035-06-20
chicken,96,2023-09-19
olive oil,83,2023-08-05
chocolate,58,2030-04-17
potato chips,65,2028-10-18
juice,34,2027-05-05
olive oil,55,2023-08-10
sugar,80,2023-12-11
chicken,27,2024-07-14
eggs,60,2036-05-16
juice,47,2024-12-18
sugar,9,2029-10-26
eggs,60,2034-02-25
rice,7,2029-02-11
pasta,79,2026-07-21
tomatoes,35,2026-09-10
vinegar,87,2034-08-10
eggs,60,2030-01-23
potato chips,15,2027-11-09
vinegar,11,2028-02-09
ice cream,28,2030-11-19
flour,30,2027-07-30
juice,27,2027-10-22
pasta,66,2027-07-03
potato chips,45,2035-04-26
pasta,61,2036-09-05
juice,10,2029-09-17
eggs,63,2028-03-23
pasta,66,2033-06-11
salmon,37,2035-07-01
eggs,3,2023-03-26
vinegar,16,2023-08-22
cookies,20,2029-04-26
potato chips,68,2035-10-01
chicken,35,2033-11-25
salmon,29,2030-06-03
vinegar,75,2025-12-14
potato chips,44,2027-08-06
juice,7,2024-07-23
beef,52,2028-07-16
sugar,6,2026-03-31
olive oil,97,2024-05-06
bananas,81,2024-03-29
juice,5,2025-06-03
vinegar,92,2030-08-08
vinegar,19,2029-01-30
soda,48,2025-12-12
eggs,97,2023-03-16
juice,66,2030-07-19
beef,92,2025-03-09
eggs,28,2030-09-29
cheese,59,2026-08-14
chicken,9,2030-12-16
potato chips,44,2030-10-30
vinegar,8,2029-03-14
sugar,91,2034-06-07
chicken,75,2026-08-30
eggs,80,2028-02-28
eggs,13,2033-11-05
juice,91,2034-01-11
potato chips,20,2026-12-03
juice,47,2031-12-30
juice,71,2030-12-06
eggs,9,2029-02-25
juice,56,2025-03-18
tomatoes,54,2034-10-28
beef,11,2026-10-30
soda,31,2035-07-31
potato chips,29,2032-12-01
eggs,49,2026-10-16
juice,11,2033-05-06
beef,48,2024-09-07
beef,42,2032-03-15
bread,29,2032-12-01
chicken,75,2031-12-07
butter,33,2031-09-30
salmon,48,2027-02-15
chicken,85,2023-04-23
eggs,41,2029-04-30
juice,8,2025-08-05
ice cream,58,2029-12-24
cheese,22,2034-03-09
chicken,63,2034-05-04
bread,45,2031-01-15
chicken,47,2024-08-05
chicken,96,2034-07-11
vinegar,11,2027-03-21
bananas,52,2033-04-14
eggs,13,2034-08-05
olive oil,89,2030-01-02
vinegar,12,2036-08-21
salmon,64,2026-08-25
soda,21,2035-07-08
beef,44,2024-04-20
soda,3,2030-03-21
beef,80,2030-12-10
potato chips,7,2029-02-11
vinegar,36,2029-03-17
onions,71,2030-10-22
cereal,16,2026-11-27
beef,4,2028-12-26
rice,81,2023-12-15
beef,4,2023-05-12
soda,50,2027-04-26
salmon,10,2033-02-26
cereal,28,2027-05-14
vinegar,31,2026-11-20
tomatoes,52,2028-09-24
vinegar,24,2034-11-18
ice cream,34,2024-05-19
carrots,78,2029-09-08
flour,76,2023-07-05
milk,45,2023-07-13
ice cream,95,2026-03-26
vinegar,65,2029-02-23
cereal,41,2028-02-24
eggs,47,2032-06-08
beef,67,2032-10-16
carrots,90,2027-06-25
beef,92,2031-03-09
vinegar,96,2031-05-27
milk,5,2033-03-10
cheese,58,2035-10-29
potato chips,46,2029-09-12
ice cream,76,2033-12-12
potato chips,35,2035-06-25
eggs,85,2028-09-18
eggs,84,2030-07-26
potato chips,28,2036-07-01
potato chips,52,2036-08-06
juice,22,2034-04-20
vinegar,68,2033-06-19
ice cream,85,2025-04-05
flour,35,2034-11-11
potato chips,98,2031-02-04
milk,44,2032-02-05
ice cream,93,2035-07-02
onions,9,2036-01-15
soda,67,2031-07-31
milk,12,2032-01-12
yogurt,16,2023-08-22
flour,39,2027-09-15
chocolate,32,2036-01-28
sugar,55,2023-04-17
soda,14,2031-02-19
juice,9,2034-07-01
chicken,48,2025-03-08
salmon,70,2023-02-14
beef,19,2028-05-06
juice,75,2025-11-07
chicken,25,2023-10-12
vinegar,88,2030-08-24
soda,62,2024-01-25
yogurt,35,2034-02-10
rice,13,2030-06-09
ice cream,94,2033-07-21
soda,23,2023-12-29
olive oil,85,2026-11-13
potato chips,77,2031-06-08
tomatoes,13,2032-10-29
eggs,19,2028-04-19
eggs,37,2024-11-27
yogurt,36,2030-10-08
eggs,46,2035-01-21
salmon,54,2033-11-28
cereal,73,2023-08-06
salmon,65,2033-08-01
soda,13,2025-12-04
pasta,32,2023-01-04
salmon,18,2035-06-20
chicken,88,2027-04-18
pasta,66,2032-06-03
yogurt,6,2025-09-21
beef,48,2023-05-05
butter,58,2024-09-08
pasta,98,2035-08-22
yogurt,67,2025-09-27
milk,9,2026-03-07
chicken,86,2034-01-13
eggs,11,2036-03-05
beef,64,2025-06-09
rice,37,2028-07-09
juice,11,2031-07-18
pasta,11,2029-06-02
potato chips,82,2026-09-01
milk,3,2030-08-15
chicken,59,2036-04-18
rice,93,2035-12-10
ice cream,72,2035-12-14
ice cream,25,2032-01-21
salmon,72,2026-07-17
carrots,57,2031-12-23
beef,17,2035-01-05
sugar,18,2034-07-17
carrots,40,2034-04-12
soda,27,2032-12-14
cereal,98,2035-07-26
carrots,60,2031-03-26
olive oil,37,2030-10-15
potatoes,31,2024-08-24
yogurt,28,2026-05-21
cookies,3,2031-04-02
rice,6,2026-08-13
juice,46,2035-11-08
sugar,52,2028-07-10
bananas,31,2035-07-21
ice cream,57,2028-03-11
olive oil,28,2030-03-30
rice,92,2030-02-03
eggs,12,2023-01-06
flour,74,2034-07-27
eggs,38,2028-01-28
bread,15,2036-01-08
beef,3,2023-02-06
juice,54,2027-03-16
chocolate,57,2030-05-07
vinegar,42,2024-11-19
salmon,53,2027-05-29
bread,60,2026-01-28
pasta,95,2032-02-02
vinegar,16,2025-10-28
potato chips,68,2027-05-24
cereal,95,2025-12-16
chicken,84,2033-12-24
rice,1,2033-12-08
olive oil,68,2033-02-17
potato chips,62,2023-07-27
potato chips,54,2030-03-28
carrots,61,2025-12-19
potato chips,64,2034-06-01
potato chips,7,2023-04-12
vinegar,15,2029-01-06
pasta,14,2031-02-19
eggs,8,2032-05-26
potato chips,50,2035-09-26
bread,1,2024-10-23
cereal,66,2033-07-22
beef,18,2024-11-18
olive oil,7,2028-10-23
chicken,91,2024-05-07
salmon,95,2036-08-16
rice,28,2034-12-04
bread,68,2026-02-22
bread,96,2034-05-07
juice,13,2024-06-10
juice,94,2031-06-22
eggs,64,2023-03-20
chicken,58,2034-06-10
ice cream,47,2025-09-06
juice,64,2025-08-27
juice,51,2024-09-11
chicken,13,2029-02-27
bread,23,2023-11-07
vinegar,10,2028-05-17
juice,13,2033-11-05
juice,85,2034-10-10
potato chips,37,2026-04-14
juice,57,2025-08-16
potato chips,54,2027-09-22
cereal,69,2028-10-13
beef,43,2035-08-31
eggs,77,2036-04-30
juice,19,2028-02-29
beef,5,2036-02-20
eggs,39,2029-07-25
pasta,91,2032-08-04
salmon,45,2036-05-27
potato chips,89,2033-05-09
salmon,28,2027-05-22
sugar,37,2025-05-10
vinegar,48,2031-04-14
juice,58,2029-04-21
eggs,49,2030-11-21
salmon,63,2035-07-17
olive oil,6,2025-11-20
juice,61,2023-03-05
carrots,82,2035-01-12
yogurt,49,2034-09-07
salmon,74,2028-09-29
yogurt,46,2025-08-29
cereal,44,2025-06-06
beef,66,2027-07-03
cereal,2,2031-01-24
chocolate,66,2031-05-07
soda,22,2036-05-25
cookies,47,2024-06-14
cereal,17,2025-04-04
eggs,65,2035-08-18
butter,33,2025-02-15
cereal,69,2033-06-06
potato chips,86,2029-11-28
potato chips,20,2035-03-12
chicken,11,2027-01-18
ice cream,88,2028-06-09
juice,97,2030-12-21
olive oil,4,2033-05-28
vinegar,52,2026-01-06
potato chips,33,2031-10-06
yogurt,59,2028-11-22
chicken,48,2025-01-16
juice,66,2028-01-21
juice,27,2031-08-23
vinegar,24,2023-01-22
juice,61,2027-12-15
rice,70,2023-02-14
eggs,9,2031-08-18
rice,7,2030-05-11
salmon,18,2035-02-14
potato chips,97,2033-12-05
potato chips,30,2027-10-05
eggs,42,2028-01-08
juice,88,2027-09-02
olive oil,74,2025-01-17
juice,88,2028-06-09
chicken,79,2035-11-19
eggs,91,2028-02-02
rice,68,2035-05-31
juice,17,2025-04-04
soda,8,2033-10-01
flour,62,2031-02-14
vinegar,16,2027-02-08
chicken,96,2029-06-23
potato chips,46,2029-06-16
olive oil,59,2034-09-14
potato chips,70,2030-08-11
potato chips,23,2024-04-01
ice cream,81,2023-12-15
cheese,85,2031-01-17
pasta,44,2027-05-30
pasta,43,2032-07-17
milk,14,2030-05-01
beef,98,2029-08-15
soda,75,2036-07-19
onions,35,2035-11-13
soda,73,2028-01-04
eggs,5,2029-08-10
cereal,29,2027-06-12
chicken,37,2028-07-09
cereal,18,2032-03-31
olive oil,51,2031-05-25
beef,59,2027-03-23
chicken,8,2029-08-08
butter,81,2027-06-14
rice,1,2033-12-08
vinegar,20,2024-05-14
chicken,51,2026-10-03
carrots,2,2026-04-30
butter,7,2031-07-05
milk,96,2034-11-15
onions,66,2030-08-19
salmon,57,2036-01-14
rice,13,2027-02-09
milk,66,2030-07-19
salmon,22,2025-04-22
salmon,33,2025-06-11
soda,48,2025-03-29
soda,62,2036-08-17
juice,67,2031-07-26
yogurt,20,2030-11-16
beef,88,2033-08-29
pasta,14,2026-03-19
juice,29,2034-08-13
beef,89,2026-09-30
sugar,3,2033-09-29
chicken,64,2030-08-27
rice,28,2027-04-12
olive oil,99,2025-10-22
vinegar,99,2023-08-21
chicken,96,2029-11-29
vinegar,86,2036-06-19
milk,90,2024-11-02
yogurt,84,2027-06-20
juice,4,2023-05-12
beef,81,2033-03-30
rice,54,2029-04-11
beef,83,2023-11-27
eggs,18,2027-12-31
vinegar,79,2036-04-03
butter,90,2026-06-25
chicken,2,2028-12-25
butter,39,2031-11-01
beef,84,2024-03-24
juice,59,2023-08-11
chicken,5,2025-01-12
cereal,47,2026-10-28
onions,16,2028-09-07
salmon,37,2026-07-30
carrots,65,2032-10-05
flour,20,2033-10-30
chicken,24,2030-12-13
vinegar,82,2029-05-01
potato chips,17,2026-05-22
chocolate,37,2024-10-13
soda,79,2036-05-12
chocolate,82,2035-01-12
butter,74,2027-12-04
pasta,66,2034-02-11
beef,88,2027-11-11
potato chips,19,2028-06-28
juice,85,2028-09-18
flour,9,2028-11-24
potato chips,12,2032-01-12
yogurt,43,2030-04-18
cereal,96,2024-08-31
yogurt,99,2028-04-22
chicken,33,2031-09-30
eggs,56,2032-12-26
rice,88,2030-03-11
potato chips,87,2024-11-28
potatoes,69,2032-03-28
salmon,96,2034-10-04
butter,35,2025-11-23
eggs,48,2031-04-14
yogurt,70,2030-05-02
rice,74,2032-05-14
salmon,7,2027-12-20
salmon,6,2031-04-09
pasta,76,2030-08-17
butter,18,2028-10-31
cereal,62,2023-07-27
butter,26,2032-06-30
vinegar,56,2032-12-26
juice,5,2025-03-24
chicken,41,2032-04-26
potato chips,77,2036-04-30
bread,92,2030-05-10
rice,66,2024-12-12
potato chips,31,2024-12-25
cereal,29,2035-02-26
cookies,18,2028-07-23
flour,59,2035-12-07
juice,66,2035-10-02
soda,25,2023-10-12
cereal,2,2034-07-24
bread,41,2034-03-02
beef,36,2028-06-23
yogurt,56,2025-03-18
ice cream,32,2035-09-07
sugar,85,2025-09-19
salmon,21,2032-05-29
beef,39,2030-05-14
juice,42,2033-02-28
juice,66,2030-11-04
eggs,19,2036-02-02
chocolate,27,2027-10-22
rice,11,2030-01-28
chocolate,20,2034-06-05
sugar,12,2025-07-09
chicken,28,2030-03-30
milk,98,2029-07-10
potato chips,78,2030-06-13
cereal,75,2026-03-20
flour,57,2029-05-07
pasta,98,2031-06-07
yogurt,29,2027-06-12
eggs,88,2025-07-28
eggs,34,2033-04-08
chicken,61,2025-01-02
eggs,70,2035-09-02
butter,1,2034-11-07
juice,37,2036-08-12
cereal,90,2024-07-08
pasta,48,2024-03-20
cheese,10,2030-12-24
eggs,30,2023-08-31
vinegar,23,2031-10-29
potato chips,19,2027-12-06
soda,55,2023-04-17
vinegar,25,2028-10-19
salmon,9,2024-11-04
beef,37,2028-07-09
potato chips,65,2025-04-11
juice,48,2028-07-13
cheese,87,2025-06-26
juice,48,2031-02-09
juice,18,2030-02-17
soda,36,2027-04-24
juice,59,2026-09-14
chicken,13,2027-10-18
eggs,30,2024-03-16
milk,72,2026-10-15
rice,25,2032-03-02
flour,99,2030-09-26
onions,93,2035-08-12
vinegar,3,2023-03-18
eggs,55,2034-11-26
eggs,8,2024-06-18
eggs,15,2025-09-22
juice,11,2032-04-04
vinegar,17,2033-02-25
beef,2,2025-01-20
vinegar,54,2025-11-11
cereal,94,2034-10-12
cereal,91,2036-06-25
rice,55,2033-01-03
salmon,29,2024-04-17
potato chips,70,2031-12-12
flour,29,2027-06-12
cheese,51,2031-06-03
olive oil,5,2035-05-07
potato chips,47,2033-09-24
chicken,17,2032-03-01
vinegar,74,2032-01-15
vinegar,95,2027-08-26
juice,97,2036-05-11
carrots,68,2036-07-22
eggs,34,2031-04-28
beef,26,2033-02-23
juice,11,2029-02-13
beef,92,2025-12-31
juice,39,2032-05-06
beef,63,2033-06-16
carrots,31,2032-07-24
salmon,63,2028-06-08
soda,23,2032-09-10
butter,99,2033-10-10
vinegar,4,2031-03-01
salmon,51,2026-12-16
cereal,18,2030-01-19
pasta,41,2028-06-29
olive oil,84,2026-10-05
butter,21,2034-07-28
rice,59,2026-08-15
chicken,50,2029-04-12
olive oil,2,2034-07-24
salmon,61,2024-03-30
milk,97,2033-10-19
milk,70,2035-12-18
pasta,56,2034-08-06
rice,42,2032-12-06
potato chips,73,2035-01-02
ice cream,95,2031-10-16
flour,11,2024-06-07
chocolate,47,2026-01-03
sugar,54,2027-04-21
juice,75,2033-10-26
pasta,44,2023-11-05
vinegar,39,2031-11-01
cereal,70,2036-01-11
rice,59,2035-07-03
potato chips,99,2029-07-09
yogurt,3,2031-06-14
chicken,51,2035-01-31
chocolate,71,2024-10-30
juice,85,2025-03-19
cheese,89,2026-04-24
cheese,84,2027-05-01
chicken,62,2033-12-23
juice,5,2032-11-22
sugar,44,2023-02-07
eggs,74,2035-06-11
chicken,83,2032-09-26
flour,91,2034-05-31
olive oil,7,2034-06-24
tomatoes,85,2033-03-17
salmon,2,2027-09-01
chicken,96,2036-07-31
olive oil,66,2032-07-11
rice,41,2032-08-29
juice,96,2024-08-31
potato chips,96,2023-04-01
chicken,91,2032-08-04
beef,84,2027-09-13
pasta,42,2029-07-08
pasta,22,2023-04-14
potato chips,48,2024-03-20
rice,66,2032-06-03
chicken,98,2031-05-13
butter,16,2023-11-11
vinegar,35,2025-09-16
cereal,16,2025-10-06
yogurt,94,2027-02-21
soda,30,2030-03-13
olive oil,41,2030-09-13
juice,87,2030-12-02
potato chips,94,2035-03-30
cereal,13,2033-09-23
eggs,12,2023-02-13
chicken,12,2036-08-21
milk,73,2026-04-29
salmon,43,2033-01-14
potato chips,17,2035-09-15
rice,21,2025-04-25
yogurt,33,2034-05-23
juice,3,2025-11-21
eggs,71,2036-06-26
rice,57,2030-09-04
chicken,60,2031-03-13
yogurt,94,2034-12-02
butter,88,2035-03-16
butter,74,2036-07-24
eggs,15,2023-02-08
eggs,92,2023-01-02
potato chips,88,2033-08-29
cheese,13,2025-12-04
potato chips,42,2033-02-28
butter,36,2035-02-09
juice,78,2026-08-07
chocolate,22,2034-04-20
chocolate,5,2036-05-09
flour,45,2024-01-31
salmon,40,2031-07-19
ice cream,16,2023-02-09
chocolate,91,2023-10-08
juice,77,2031-03-20
bread,53,2032-12-31
eggs,59,2031-04-03
juice,4,2029-03-18
milk,30,2028-09-16
vinegar,42,2029-08-07
chocolate,76,2031-01-14
sugar,67,2035-03-21
apples,14,2026-09-27
olive oil,34,2030-07-03
yogurt,89,2033-05-09
potato chips,44,2027-08-13
milk,54,2024-12-13
pasta,63,2033-06-16
rice,29,2030-06-03
eggs,80,2028-11-02
flour,45,2026-01-01
cereal,45,2030-07-21
salmon,56,2024-02-20
olive oil,35,2030-06-17
chicken,55,2025-02-02
bread,8,2034-05-12
potato chips,56,2030-06-05
soda,16,2026-03-18
rice,56,2024-03-02
vinegar,87,2028-04-21
apples,71,2025-01-15
cheese,64,2030-01-01
sugar,79,2036-04-03
flour,69,2033-08-14
salmon,1,2028-12-30
beef,46,2029-03-05
salmon,74,2031-09-03
chocolate,89,2028-08-30
juice,54,2026-08-10
cereal,78,2026-04-12
eggs,38,2028-01-28
potato chips,46,2030-02-12
vinegar,66,2024-02-15
eggs,68,2035-02-21
butter,71,2030-04-28
chicken,25,2028-05-12
juice,82,2025-11-26
pasta,57,2032-03-24
eggs,92,2030-02-03
potato chips,32,2027-08-24
soda,34,2032-09-01
ice cream,62,2024-12-20
potato chips,29,2025-10-30
eggs,55,2034-08-23
bread,64,2026-05-10
beef,78,2029-06-11
flour,73,2029-07-14
salmon,87,2035-08-23
butter,20,2024-07-29
carrots,17,2036-05-24
onions,6,2025-11-20
bread,23,2030-08-29
yogurt,91,2034-06-07
eggs,71,2031-12-13
beef,14,2036-01-06
eggs,22,2027-11-03
salmon,8,2033-03-20
flour,51,2031-08-20
ice cream,12,2034-06-12
eggs,36,2026-05-09
beef,29,2033-01-08
cheese,60,2031-03-26
flour,42,2025-09-25
eggs,64,2027-01-12
cereal,32,2032-02-28
juice,69,2031-10-24
eggs,8,2034-12-19
beef,5,2035-05-07
beef,45,2034-06-13
cereal,14,2025-02-25
salmon,72,2035-09-28
cereal,60,2028-02-06
yogurt,69,2028-06-26
pasta,90,2030-02-15
butter,44,2027-08-08
ice cream,27,2027-10-22
milk,9,2026-03-07
salmon,39,2027-09-15
soda,71,2033-07-15
potato chips,27,2026-03-05
salmon,47,2033-10-18
juice,20,2034-06-05
olive oil,42,2025-12-26
rice,34,2024-10-10
vinegar,19,2023-03-06
chicken,5,2030-01-13
juice,96,2024-08-31
beef,52,2034-03-15
ice cream,17,2033-02-25
onions,48,2028-09-28
beef,57,2025-08-16
chicken,78,2031-08-16
cheese,98,2029-08-29
olive oil,70,2030-08-11
eggs,19,2029-03-10
chicken,91,2034-06-07
rice,97,2025-12-07
butter,73,2027-08-16
yogurt,98,2032-04-29
yogurt,36,2032-02-18
rice,46,2029-08-24
cereal,83,2030-10-21
juice,86,2025-07-27
soda,82,2027-04-01
olive oil,68,2035-05-31
onions,51,2034-01-17
milk,32,2034-04-27
yogurt,64,2030-08-27
beef,8,2033-09-09
olive oil,35,2025-03-23
juice,56,2035-10-03
potato chips,34,2030-01-30
juice,70,2034-07-26
beef,6,2030-03-06
olive oil,28,2027-05-22
yogurt,78,2029-09-10
salmon,85,2029-09-14
tomatoes,12,2031-08-02
cereal,47,2033-09-24
juice,2,2023-06-20
flour,99,2029-03-28
potato chips,48,2025-01-16
chicken,41,2027-12-07
sugar,48,2035-04-28
apples,16,2036-07-16
potato chips,42,2035-10-10
butter,65,2028-01-02
vinegar,97,2034-06-21
carrots,58,2027-09-08
pasta,99,2036-07-25
potato chips,47,2026-02-08
potato chips,81,2032-02-09
beef,57,2036-07-18
chicken,74,2032-05-14
chocolate,73,2030-06-18
sugar,43,2036-04-28
soda,12,2033-02-19
pasta,18,2035-06-20
chicken,23,2030-11-03
salmon,6,2024-03-19
eggs,86,2029-07-12
salmon,8,2025-08-05
salmon,10,2033-06-13
eggs,61,2035-11-20
beef,64,2023-05-08
chicken,8,2032-05-26
juice,82,2032-04-16
butter,95,2035-05-01
juice,80,2031-12-26
flour,39,2027-09-15
beef,39,2029-04-23
pasta,47,2031-02-28
tomatoes,40,2032-08-31
rice,83,2034-04-10
salmon,62,2031-03-10
rice,30,2028-12-16
chicken,19,2036-08-23
rice,25,2033-05-20
eggs,66,2028-01-21
potato chips,71,2034-07-15
rice,10,2029-06-21
vinegar,65,2032-04-24
juice,53,2023-08-20
chicken,65,2033-08-01
chocolate,76,2026-09-28
juice,47,2031-02-28
rice,29,2030-05-28
beef,8,2029-08-08
cereal,81,2032-04-07
beef,27,2031-07-12
beef,36,2024-02-16
flour,83,2027-07-26
olive oil,33,2035-09-23
rice,81,2031-03-03
cereal,25,2028-09-13
potato chips,6,2036-08-14
vinegar,65,2032-10-05
chocolate,69,2033-12-30
potato chips,19,2036-02-02
potatoes,78,2026-09-17
chicken,18,2036-03-14
yogurt,17,2024-07-13
sugar,18,2028-07-08
vinegar,83,2035-11-23
salmon,10,2034-11-05
olive oil,52,2029-12-03
yogurt,45,2035-04-26
chocolate,76,2032-03-11
cookies,20,2028-12-15
olive oil,57,2028-03-11
salmon,85,2035-05-08
chocolate,59,2034-07-13
pasta,17,2025-04-04
potato chips,87,2035-08-15
chicken,68,2026-02-22
chocolate,48,2028-03-27
bread,22,2029-02-03
eggs,16,2036-08-29
beef,97,2031-08-17
salmon,70,2029-07-31
cereal,79,2034-07-04
flour,11,2024-06-07
beef,7,2030-07-05
cereal,19,2029-02-05
beef,83,2035-10-19
eggs,87,2035-04-10
eggs,52,2033-01-27
juice,11,2030-06-19
milk,53,2033-06-29
milk,60,2023-04-11
rice,47,2024-08-19
olive oil,78,2031-08-16
carrots,82,2032-02-21
butter,95,2033-10-27
olive oil,61,2031-11-14
chicken,46,2036-08-26
eggs,34,2029-12-15
eggs,44,2032-02-05
cookies,99,2029-03-28
beef,57,2028-07-05
chocolate,38,2031-03-28
milk,7,2027-03-01
potato chips,85,2034-10-10
chocolate,44,2035-08-07
cereal,83,2030-10-21
tomatoes,80,2032-06-27
potato chips,28,2028-09-21
potato chips,94,2031-06-22
beef,44,2027-08-13
potato chips,72,2030-12-22
juice,48,2034-03-16
eggs,13,2030-07-22
olive oil,95,2032-02-13
soda,45,2023-07-09
onions,14,2023-04-27
potato chips,66,2031-03-07
olive oil,67,2027-02-27
beef,14,2030-09-12
salmon,6,2025-09-21
olive oil,80,2027-07-16
juice,98,2023-12-08
juice,22,2031-11-10
yogurt,65,2029-02-23
beef,68,2027-02-25
rice,54,2034-10-28
rice,38,2031-03-28
vinegar,84,2027-01-10
chocolate,46,2032-05-22
juice,78,2028-04-24
potato chips,80,2032-12-05
eggs,31,2029-05-24
eggs,17,2031-03-08
cereal,34,2024-05-19
rice,20,2032-05-25
juice,78,2034-11-29
cereal,33,2034-06-11
cereal,11,2033-05-06
olive oil,77,2029-08-16
pasta,71,2028-12-31
salmon,62,2035-06-22
chicken,84,2025-10-11
yogurt,69,2033-04-05
olive oil,1,2023-01-19
flour,93,2032-02-01
beef,77,2030-04-11
potato chips,53,2023-08-20
soda,98,2025-07-21
eggs,51,2023-10-30
juice,16,2023-11-11
yogurt,48,2036-04-29
carrots,31,2027-03-15
sugar,64,2030-07-07
juice,39,2029-04-18
flour,93,2032-10-24
ice cream,19,2035-08-19
olive oil,77,2026-06-11
rice,99,2034-10-31
ice cream,58,2036-07-28
flour,14,2031-02-19
cereal,30,2023-08-31
rice,64,2025-06-09
yogurt,80,2032-12-23
vinegar,13,2034-08-05
olive oil,63,2027-04-06
ice cream,43,2034-04-21
apples,4,2032-09-08
eggs,19,2028-11-27
cheese,91,2031-06-05
salmon,49,2032-04-18
carrots,28,2029-08-21
milk,48,2025-01-16
bread,83,2023-08-05
beef,8,2035-08-28
cereal,4,2031-11-13
cereal,5,2035-08-05
eggs,42,2033-02-13
rice,5,2036-05-09
yogurt,27,2024-07-14
rice,35,2032-10-25
ice cream,2,2030-01-18
juice,51,2025-07-31
chicken,2,2026-04-30
potato chips,14,2023-03-15
olive oil,8,2032-05-26
pasta,94,2027-07-20
carrots,59,2028-10-17
chicken,95,2025-07-10
soda,3,2030-08-20
bread,95,2032-02-02
cheese,95,2027-08-22
eggs,41,2034-06-17
chicken,68,2027-12-03
rice,50,2027-04-26
apples,9,2029-02-25
beef,64,2026-05-10
flour,16,2025-05-13
pasta,65,2024-02-17
butter,81,2034-01-07
eggs,73,2030-06-18
chocolate,66,2033-04-26
cereal,87,2024-11-29
beef,90,2036-04-25
chicken,45,2035-01-04
juice,10,2023-02-18
beef,32,2024-12-05
sugar,84,2034-02-02
chocolate,24,2023-11-09
chocolate,24,2029-09-02
potato chips,38,2024-03-28
rice,54,2024-09-12
juice,73,2028-03-16
tomatoes,94,2036-01-30
vinegar,52,2034-03-15
potato chips,2,2036-08-20
ice cream,30,2030-04-15
juice,17,2026-09-06
potato chips,90,2027-06-25
flour,98,2035-11-03
olive oil,57,2031-08-30
rice,94,2034-09-06
pasta,36,2026-09-21
vinegar,39,2028-11-16
butter,53,2033-06-29
pasta,52,2026-12-27
milk,35,2027-04-11
butter,89,2033-05-09
soda,58,2028-04-28
chicken,41,2030-11-08
soda,54,2028-07-15
potato chips,58,2032-01-26
soda,84,2036-04-13
salmon,37,2036-08-12
eggs,81,2023-12-19
beef,45,2030-07-21
olive oil,61,2036-09-05
flour,9,2027-10-14
rice,13,2030-06-09
juice,25,2030-04-10
salmon,26,2025-02-20
potato chips,17,2026-05-22
juice,50,2035-08-03
eggs,49,2031-10-27
juice,1,2034-11-07
cereal,28,2028-03-18
pasta,18,2032-11-12
chicken,59,2035-10-31
milk,31,2034-10-01
rice,38,2034-12-27
eggs,71,2034-10-18
salmon,21,2028-06-15
eggs,35,2025-05-17
chicken,22,2031-11-10
rice,19,2026-01-11
soda,82,2024-07-17
vinegar,45,2027-09-18
rice,98,2029-07-01
cereal,83,2028-03-22
sugar,52,2033-01-27
beef,96,2029-01-24
onions,44,2023-02-07
juice,22,2031-11-10
pasta,7,2027-03-30
carrots,15,2034-12-14
beef,69,2027-01-05
cereal,56,2029-02-26
eggs,50,2036-04-01
bread,51,2034-05-15
pasta,46,2026-07-11
chocolate,36,2032-10-31
cereal,99,2025-08-19
eggs,64,2034-10-23
potato chips,64,2029-05-15
salmon,5,2030-01-13
rice,37,2029-07-02
flour,45,2035-04-26
pasta,21,2027-12-13
rice,16,2031-02-12
juice,38,2034-08-01
salmon,6,2025-09-21
rice,51,2023-09-03
vinegar,78,2025-10-07
eggs,47,2026-10-28
butter,70,2026-09-05
chicken,59,2029-12-01
juice,33,2025-06-05
vinegar,79,2024-04-12
soda,36,2025-04-26
soda,82,2024-07-17
eggs,34,2029-10-14
